mission,title,subtitle,author,type,desc
Ancient-Wisdom,Letters from a Stoic,,Seneca,Philosopher's Notes,"Seneca. He was born around the same time as Jesus and was one of the leading figures in his Roman Empire. He was also one of history's leading Stoic philosophers (along with Marcus Aurelius and Epictetus who we also profile) and has some powerful wisdom to share. In this Note, we'll explore the purpose of philosophy, the importance of focusing our attention and the mojo that comes from facing our fears."
Ancient-Wisdom,A Guide to the Good Life,The Ancient Art of Stoic Joy,William B. Irvine,Philosopher's Notes,"Stoicism. I love it. Although pretty obscure today, Stoicism was once the primary philosophy of the Western world. (We’ve done Notes on the three leading Stoics: Marcus Aurelius and his Meditations, Seneca and his Letters from a Stoic, and Epictetus and his Enchiridion.) In this, Note, we’ll cover some of the essential ideas of the Stoic philosophical approach along with some Big Ideas on the art of living, the true meaning of virtue, how to visualize and the fact that we’re living in a dream world."
Ancient-Wisdom,The Stoic Art of Living,Inner Resilience and Outer Results,Tom Morris,Philosopher's Notes,"This is our fourth Note on one of Tom Morris’s books. As we discussed in our Notes on True Success, The Art of Achievement, and Superheroes and Philosophy, Tom Morris got a dual Ph.D. from Yale in Philosophy and Religious Studies. Then he taught at Notre Dame for fifteen years before lecturing widely. This book combines two of my favorite things: Tom Morris’s practical, philosophical wisdom with Stoic philosophy. Big Ideas we explore include: Inner Confidence (and how to build it; remember: ""Disaster is virtue's opportunity.""), philosophy and what it's really about, how to deal with stress (pro tip: put it in a cosmic perspective), authentic living (and how to train it), and an emperor's wisdom for the battles of life."
Ancient-Wisdom,Man's Search For Meaning,An Introduction to Logotherapy,Viktor Frankl,Philosopher's Notes,"Viktor Frankl survived the horrors of the holocaust and describes his Logotherapy in this classic book. In the Note, we'll explore the fact that our attitudes determine our happiness and that *no one* can ever take away the freedom for us to choose our response to any given situation. We'll also look at the importance of having a mission in life and that as we serve something bigger than ourselves, our happiness and success will follow."
Ancient-Wisdom,Plato’s Lemonade Stand,Stirring Change into Something Great,Tom Morris,Philosopher's Notes,"Tom Morris has a joint Ph.D. from Yale in Religious Studies and Philosophy and is one of the most popular teachers in Notre Dame’s history. He’s one of my favorite teachers. In this book, he distills decades of wisdom into the ultimate philosophical lemonade-making recipe. Big Ideas we explore include lemon alchemy (Antifragility for the win!), the Big 3 + 1 (Socrates + Aristotle + Ockham --> Self-knowledge + Ideals + Courage + Simplicity), Plato’s Ideals (and yours), “I’m Getting Nervous!” (--> “I’m getting ready!”), and The Alchemy of Life (fuel for the second mountain)."
Ancient-Wisdom,Superheroes and Philosophy,"Truth, Justice, and the Socratic Way (Popular Culture and Philosophy)","Tom Morris, Matt Morris",Philosopher's Notes,"Tom Morris is one of my favorite modern philosophers. He has a dual Ph.D. from Yale in both Philosophy and Religious Studies. He also taught at Notre Dame for 15 years before becoming one of the most sought-after practical philosophers. We’ve featured two of his other books in which he brings ancient wisdom to our modern lives: True Success and The Art of Achievement. (He’s also the philosopher behind Philosophy for Dummies and wrote If Aristotle Ran General Motors and If Harry Potter Ran General Electric.) I got this book after he and I had an electric chat about Optimize 2020 and the role of The Modern Hero. It’s a collection of essays written by some of the smartest and wisest academic philosophers out there. Tom edited it with his son, Matt—which makes me think of *another* book we’ve featured on the wisdom of superheroes written by a dynamic father-son duo: Deepak Chopra and his son Gotham who wrote The Seven Spiritual Laws of Superheroes. I loved diving into some of the deeper philosophical questions inherent to our modern superhero tales. If that sounds like fun, I’ll think you’ll enjoy it as well. Of course, the book is packed with Big Ideas so, KABAM! Let’s throw on our spandex tights and capes and jump straight in."
Ancient-Wisdom,Beyond Religion,Ethics for a Whole World,Dalai Lama,Philosopher's Notes,"I got this book after Ray Dalio strongly recommended it in Principles. It’s always a joy to read the words of a wise master. The Dalai Lama’s incredible thoughtfulness, humility, and grounded wisdom is inspiring. Big Ideas we explore include how to rethink secularism and create an ethics for a whole world, moving from knowing to doing, emotions (helpful or not vs. feel good or bad), contentment (material vs. mental), plus some meditation tips."
Ancient-Wisdom,The Miracle of Mindfulness,An Introduction to the Practice of Meditation,Thich Nhat Hanh,Philosopher's Notes,"Written in 1975, The Miracle of Mindfulness is one of Thich Nhat Hanh’s earliest books. It was originally written as a long letter to one of his main staff members in South Vietnam—encouraging him during very challenging times to continue their work of “engaged Buddhism.” It’s beautifully written and packed with wisdom. Big Ideas we explore include what qualifies as a miracle (hint: it’s ALL a miracle), choosing to sit or stand but avoiding the wobble, how to balance on top of a bamboo pole and three questions to ponder."
Ancient-Wisdom,"No Mud, No Lotus",The Art of Transforming Suffering,Thich Nhat Hanh,Philosopher's Notes,"Thich Nhat Hanh is one of the world’s leading Buddhist monks. He is a true master and it’s a joy to connect with his powerful wisdom. I picked this book off the shelf after fires nearly burned down our town. It felt like a good time to remind myself of the fact that the good life is not—and cannot be—exclusively “good” times. Want a beautiful lotus flower? Embrace the mud. No mud, no lotus. Want a wonderful, flourishing life? Embrace the challenges. No challenges, no flourishing. Big Ideas we explore include: suffering goes with happiness, lotus flowers don’t grow in marble, feed the good stuff, the first thing to do when suffering strikes (breathe!), billions of funerals/b-days every day, the two arrows, and why the Buddha meditated after becoming the Buddha."
Ancient-Wisdom,Fear,Essential Wisdom for Getting Through the Storm,Thich Nhat Hanh,Philosopher's Notes,"A Vietnamese Buddhist Zen master, Thich Nhat Hanh is, essentially, a living saint. In this great little book, Nhat Hanh delivers his essential wisdom on how to navigate the storms of life with more grace and poise as we cultivate fearlessness/nonfear. Big Ideas range from breathing in the moment, reflecting on interbeingness (= huge), and enhancing our energy of mindfulness and concentration."
Ancient-Wisdom,Peace Is Every Step,The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Philosopher's Notes,"A humble Buddhist monk, Thich Nhat Hanh is one of the most revered spiritual leaders on the planet. This book is a collection of wisdom from his talks and private conversations and is packed with peaceful wisdom. In the Note, we’ll explore Big Ideas ranging from the importance of our breath and what he calls “mouth yoga” (aka smiling :) to how we can practice engaged mindfulness."
